CoreFX,CoreCLR,Roslyn,Rust,Kubernetes
109,1,27,8,98
1,3,1,1,28
5,1,8,1,19
2,1,88,1,1053
7,2,1,11,1
5,2,3,3,1
1,1,87,1,8
6,1,2,42,1
7,1,1,1,1
4,2,47,1,33
1,14,1,1,3
2,18,1,1,4
1,4,5,1,25
6,2,1,1,2
1,5,52,188,12
2,4,2,1,5
2,7,8,1,37
5,9,21,3,1
1,1,2,1,1
1,14,80,2,2
13,2,1,1,1
1,1,2,1,1
1,12,1,3,2
12,4,2,11,2
56,54,1,4,90
1,92,18,3,3
204,84,23,5,1
3,24,3,1,2
2,2,14,26,7
4,2,1,1,9
76,2,1,4,64
1,12,3,1,10
1,3,1,1,5
22,6,3,8,3
2,11,1,19,12
1,1,1,1,59
3,12,1,2,7
10,1,1,1,1
64,10,32,16,1
138,1,3,2,4
2,1,88,36,7
1,9,1,5,2
14,5,1,7,1
2,1,3,3,19
9,196,17,20,31
1,46,1,7,3
5,1,3,4,7
94,44,71,7,35
51,1,1,5,5
1,1,2,1,46
6,1,1,1,63
41,5,206,1,1
6,2,1,4,94
2,1,25,1,1
1,11,12,13,14
71,13,9,3,27
50,2,58,279,11
1,6,1,4,4
65,1,52,26,42
2,1,14,1,4
82,5,147,9,9
2,11,129,1,24
34,1,16,3,1
7,2,1,1,14
1,2,2,19,15
31,5,6,1,5
9,3,109,15,3
1,27,2,4,1
18,9,28,2,2
1,1,2,1,16
50,13,1,1,3
7,1,32,1,55
1,9,6,20,10
2,2,8,1,5
16,14,36,1,1
6,2,1,333,34
16,4,3,24,1
5,46,3,2,5
2,21,1,2,1
1,3,67,1,3
1,11,1,24,10
25,14,1,2,23
17,2,1,14,26
1,2,18,3,1
3,7,2,9,37
1,6,13,20,1
4,1,1,5,2
2,1,38,1,9
1,18,5,3,13
1,6,1,2,54
1,42,2,1,67
3,2,1,1,1
4,3,1,36,4
61,3,1,5,3
21,7,1,4,2
22,9,1,13,72
38,16,1,3,1
1,1,1,28,1
2,1,3,70,1
800,2,19,3,6
23,7,4,16,16
1,28,6,2,17
20,41,63,2,2
2,163,55,5,5
1,69,13,1,1
6,15,2,1,9
2,3,3,7,25
2,9,5,1,1
8,15,4,1,1
4,6,1,4,20
1,2,6,4,15
1,25,25,31,13
6,4,49,2,2
1,1,1,1,1
2,1,7,1,7
1,4,19,7,1
1,9,17,3,1
1,10,3,1,3
10,1,28,1,5
36,2,66,30,7
4,1,17,77,1
16,5,8,10,1
