CoreFX,CoreCLR,Roslyn,Rust,Kubernetes
21,1,,1,10
16,6,,1,3
1,8,,30,22
1,2,,11,22
108,1,,2,6
1,11,,35,7
89,8,,226,16
21,1,,2,3
10,1,,1,17
1,10,,1,1
5,1,,1,1
2,4,,9,1
3,3,,1,3
5,2,,2,3
17,1,,1,48
22,3,,11,2
1,10,,1,1
3,6,,2,5
5,2,,1,1
4,3,,1,10
1,2,,1,5
4,1,,1,2
7,3,,1,47
3,5,,2,11
5,6,,2,1
3,4,,35,2
1,99,,2,5
2,52,,45,2
1,2,,13,14
1,5,,48,1
2,1,,1,21
47,1,,11,1
5,1,,5,1
2,10,,2,22
10,1,,1,12
1,32,,17,5
235,51,,19,1
1,24,,11,2
4,1,,1,4
18,3,,1,1
3,5,,4,23
1,12,,1,2
2,1,,1,3
1,15,,2,1
5,2,,2,36
3,30,,2,7
5,2,,2,36
1,1,,14,2
1,1,,3,2
1,1,,8,7
4,6,,5,1
1,2,,11,1
2,1,,33,1
6,13,,1,3
15,31,,9,1
4,1,,7,155
79,21,,5,322
1,1,,17,17
6,33,,7,3
7,1,,1,5
5,1,,3,1
31,1,,32,13
2,9,,14,208
1,1,,100,4
1,3,,2,3
1,36,,6,257
1,36,,25,2
23,40,,1,30
3,1,,1,51
2,2,,3,176
16,12,,36,105
150,2,,4,55
1,1,,154,1
5,14,,2,1
31,1,,7,66
2,6,,31,121
12,1,,5,4
1,3,,52,1
1,9,,1,1
15,1,,3,18
88,7,,16,14
5,1,,5,1
1,19,,7,1
9,4,,2,1
1,2,,2,1
2,1,,8,5
5,2,,4,2
1,3,,2,2
69,1,,11,12
6,5,,9,1
26,141,,1,12
13,38,,1,1
1,9,,15,11
1,1,,1,62
1,7,,1,6
23,9,,1,1
24,2,,1,1
12,1,,3,3
2,6,,1,97
6,9,,1,1
2,1,,1,2
1,1,,1,4
1,2,,1,22
18,8,,1,9
4,2,,1,66
3,28,,1,3
1,3,,1,61
5,1,,1,2
3,1,,42,1
1,6,,73,9
1,1,,11,5
7,66,,2,1
4,7,,2,3
7,14,,3,7
4,13,,1,10
13,1,,1,29
2,3,,1,1
1,1,,1,1
6,114,,2,3
5,1,,1,1
2,6,,4,5
3,11,,1,2
1,1,,24,1
2,3,,1,23
3,10,,4,3
1,7,,2,4
67,7,,5,31
4,5,,10,3
1,20,,6,1
1,1,,1,39
154,2,,1,9
2,27,,2,50
7,6,,1,8
2,2,,1,5
10,4,,3,2
6,1,,4,3
1,1,,1,7
1,2,,2,1
1,4,,6,1
4,2,,9,3
10,1,,5,78
1,1,,118,1
1,10,,7,1
1,16,,1,21
1,2,,1,6
2,9,,1,16
34,1,,1,9
58,11,,1,12
9,1,,1,3
4,11,,3,64
1,1,,1,1
6,20,,37,1
1,7,,2,1
2,14,,1,2
37,38,,14,2
9,97,,3,3
17,70,,16,1
3,1,,1,215
1,2,,1,10
3,29,,1,1
1,1,,10,14
1,1,,2,2
3,1,,4,57
4,20,,13,62
10,1,,2,1
12,4,,10,1
1,8,,1,1
24,3,,45,18
1,2,,1,113
16,1,,1,2
1,9,,3,35
4,6,,1,1
1,4,,1,34
2,6,,1,5
2,20,,1,7
1,3,,1,34
24,3,,2,1
10,1,,13,84
58,4,,13,4
1,1,,3,5
1,1,,4,6
1,94,,1,1
18,12,,1,3
1,4,,2,5
2,33,,4,1
2,6,,1,17
1,9,,6,6
1,7,,1,8
2,3,,2,1
39,7,,1,32
7,8,,1,2
1,1,,1,3
1,2,,8,1
34,3,,1,1
2,7,,1,4
1,8,,6,5
10,1,,3,1
12,1,,18,52
43,8,,1,2
21,3,,2,1
2,45,,1,9
7,1,,1,185
1,34,,2,1
2,6,,2,3
1,2,,2,3
60,3,,24,2
4,13,,14,99
1,1,,1,1
4,1,,1,1
7,5,,14,2
1,3,,2,6
2,4,,207,116
1,1,,60,2
44,5,,1,1
6,8,,13,1
10,11,,3,1
1,1,,2,1
7,8,,18,104
2,8,,32,12
1,5,,1,1
15,1,,9,9
2,4,,5,2
4,33,,15,1
37,62,,26,49
8,1,,1,3
1,1,,2,4
2,7,,57,36
1,9,,1,1
162,1,,1,53
1,2,,8,62
1,1,,1,1
3,1,,1,1
16,8,,1,1
1,5,,22,1
2,7,,5,77
1,13,,1,1
1,1,,1,1
1,2,,1,1
2,16,,1,5
1,56,,1,12
5,28,,25,22
1,1,,22,54
2,2,,3,20
5,3,,3,1
7,17,,26,7
311,1,,1,1
1,7,,1,8
2,6,,1,1
1,1,,1,1
1,21,,34,20
1,4,,2,2
4,3,,1,23
25,1,,15,1
1,6,,1,1
9,12,,1,7
10,11,,2,3
145,41,,3,44
1,200,,1,17
2,104,,1,1
1,1,,1,5
