CoreFX,CoreCLR,Roslyn,Rust,Kubernetes
6,10,9,2,2
1,3,20,8,1
146,11,11,1,12
11,9,32,2,1
4,10,13,4,375
2,1,6,1,13
3,2,6,1,1
18,1,1,3,2
5,9,1,6,2
12,4,7,5,1
9,6,2,2,6
2,2,4,5,4
1,5,7,1,1
14,3,2,1,1
1,2,2,1,2
1,1,4,4,1
1,2,6,1,1
1,8,1,5,1
1,2,8,1,1
1,8,3,21,1
16,9,1,2,2
1,2,1,13,4
1,3,3,1,1
2,1,9,2,2
1,19,8,4,24
1,21,5,4,2
16,6,7,1,1
2,2,44,2,10
6,1,5,1,1
42,1,3,1,1
3,3,25,8,1
2,3,17,2,4
1,2,1,1,1
2,1,7,5,5
7,4,8,1,2
7,3,5,2,1
6,1,16,4,1
54,2,1,1,4
4,6,13,8,1
2,1,23,82,1
5,14,23,4,1
1,13,3,4,13
2,3,1,6,1
12,6,17,9,2
1,1,15,2,1
9,2,4,3,1
1,5,1,1,17
2,9,18,5,27
3,3,8,11,6
3,1,3,1,11
3,10,16,2,21
2,1,35,15,10
3,11,27,1,2
5,4,13,6,1
3,1,10,5,7
1,17,1,2,4
54,1,16,5,5
1,3,37,2,9
7,1,3,5,63
1,1,6,6,1
39,1,2,5,2
6,2,12,1,6
5,4,9,7,1
1,1,2,7,6
9,1,8,1,3
16,20,1,4,18
57,23,35,1,3
6,7,5,8,3
11,13,4,7,3
9,16,13,2,12
7,1,10,3,6
5,3,1,3,1
1,7,1,4,4
1,6,8,4,53
11,1,8,7,3
19,6,10,3,1
10,7,4,3,1
40,3,1,16,1
5,7,1,6,9
5,35,10,5,5
30,3,17,2,4
1,28,16,5,9
15,1,18,1,1
1,46,2,2,4
23,10,1,7,8
10,2,1,7,55
3,7,1,15,2
5,3,1,4,3
8,3,4,4,2
2,1,36,2,1
1,4,1,1,5
12,17,4,4,2
4,2,2,5,2
18,9,1,3,3
1,2,7,39,1
7,1,1,1,1
14,5,1,5,3
5,1,87,1,1
3,2,2,6,3
2,2,4,13,2
3,6,1,4,4
16,1,5,4,10
4,5,29,9,2
2,20,5,4,1
16,4,10,4,27
6,4,4,5,8
5,6,5,7,13
2,10,17,1,1
3,7,20,9,1
4,5,65,1,3
1,3,44,2,35
4,1,5,7,16
2,8,7,1,5
4,2,4,4,5
5,43,13,8,74
1,25,23,3,9
5,4,1,2,1
55,12,4,7,2
7,6,33,1,12
2,1,1,1,8
119,1,13,3,32
20,1,14,3,5
2,2,19,3,28
1,12,1,2,2
20,7,7,1,1
17,3,6,8,4
7,3,63,2,19
20,7,63,7,3
11,3,6,1,1
1,11,2,3,5
2,4,15,4,3
3,8,7,1,2
1,1,9,2,7
1,10,24,5,7
2,2,57,5,2
1,13,1,8,40
3,17,20,1,6
2,3,69,2,5
43,1,3,10,3
4,1,8,1,5
20,1,7,1,4
8,4,6,15,2
2,3,21,3,39
3,19,5,4,1
1,35,4,1,6
59,7,3,1,7
8,9,1,1,10
6,10,2,11,14
13,1,4,8,38
3,1,19,8,1
1,1,9,3,6
5,6,1,9,4
1,2,6,6,1
1,4,36,1,43
2,4,14,2,12
3,2,9,4,14
5,1,1,1,19
4,32,7,6,36
11,1,26,4,1
2,2,5,1,17
29,15,2,3,21
1,2,2,3,16
2,3,1,2,37
7,10,14,17,4
35,17,5,2,11
1,1,3,1,24
44,2,5,1,14
4,7,3,3,5
5,4,9,1,2
31,5,12,15,7
22,1,7,16,7
3,2,4,3,114
3,10,1,6,3
2,2,30,4,11
10,23,43,6,3
5,2,15,10,8
5,14,19,10,24
11,2,1,19,8
9,6,1,2,10
13,3,1,18,21
8,4,1,2,44
1,2,1,8,1
2,1,1,3,5
41,2,2,9,12
20,1,1,12,1
2,9,1,3,17
9,1,1,55,2
7,1,5,2,1
4,1,1,1,20
3,5,6,1,12
32,1,13,18,10
3,1,35,1,14
2,1,2,1,11
12,1,2,2,1
12,1,7,5,4
3,1,79,1,5
1,2,6,2,14
9,2,5,1,1
8,20,3,20,2
28,6,8,5,4
2,5,26,1,2
13,6,1,6,9
1,5,5,4,8
33,15,10,83,22
13,1,1,1,10
2,1,7,4,1
21,21,18,8,3
1,14,1,63,2
8,5,81,1,43
1,3,10,4,8
1,27,6,1,5
50,7,61,1,2
1,2,5,6,1
18,17,4,5,20
19,2,5,1,1
5,20,18,1,4
5,39,7,4,3
14,1,3,5,2
