CoreFX,CoreCLR,Roslyn,Rust,Kubernetes
3,1,7,1,12
1,1,4,1,3
8,1,1,1,5
1,1,1,1,3
6,1,3,13,5
2,1,4,1,3
5,1,5,2,1
15,1,4,6,3
2,2,14,1,27
6,1,57,1,4
2,1,87,2,1
1,1,53,1,22
6,1,1,1,2
2,1,1,3,1
1,1,1,3,1
1,2,13,1,11
1,2,9,2,30
1,1,4,1,19
1,1,20,1,6
3,1,15,2,4
4,1,66,2,16
1,3,21,3,2
3,5,1,6,22
24,11,1,2,11
10,4,1,1,10
5,2,1,3,1
7,3,2,1,4
5,4,14,3,1
6,1,7,7,1
10,1,12,1,2
1,3,26,43,3
1,5,11,6,1
5,3,1,11,1
9,11,5,1,1
5,5,2,1,1
1,3,2,1,1
2,23,1,1,8
1,5,1,1,2
1,5,1,1,2
1,5,1,1,1
1,3,2,5,5
1,6,1,17,7
5,9,17,13,11
1,8,27,2,2
1,4,38,9,3
5,5,31,4,15
1,12,16,1,20
1,5,2,1,13
18,1,5,3,1
5,1,4,1,8
2,2,1,2,18
3,3,5,3,13
1,1,4,1,14
1,1,2,33,2
1,1,17,18,1
1,4,1,1,1
2,1,1,1,2
8,4,2,15,5
2,17,11,1,1
4,16,6,95,6
10,13,16,1,13
1,1,1,2,4
1,1,19,1,18
1,1,1,1,27
5,1,3,1,2
7,1,20,1,15
1,2,65,2,8
1,1,58,6,1
2,10,1,8,1
1,4,1,21,2
1,3,1,3,1
1,1,21,1,2
1,8,9,1,2
2,2,1,1,1
6,2,2,1,13
9,2,17,1,50
37,4,1,13,26
16,3,12,25,21
10,27,1,10,1
12,27,1,4,1
5,24,1,1,2
3,19,1,2,1
3,9,1,1,9
1,25,1,9,3
2,32,3,47,1
1,33,17,37,2
2,23,1,29,13
58,1,5,83,2
187,5,10,15,1
156,21,5,1,2
177,2,12,1,2
133,58,24,1,3
1,17,10,7,3
3,2,9,5,1
1,3,21,4,2
1,5,13,2,13
4,2,7,9,2
8,6,1,2,7
3,1,1,8,2
4,16,1,68,4
16,23,1,1,2
9,8,1,4,6
5,3,1,1,2
2,2,1,1,4
1,2,2,1,4
1,1,1,3,1
2,2,1,2,1
2,4,1,3,14
9,2,1,2,1
9,4,1,3,1
1,1,1,1,10
2,4,1,2,2
1,2,1,1,9
5,6,1,1,13
1,1,1,3,1
1,3,2,2,1
3,1,1,1,1
1,7,2,21,3
1,20,1,20,5
1,2,1,1,1
1,8,1,17,1
1,1,1,1,3
2,3,1,2,1
2,1,18,5,5
1,1,17,2,3
6,7,12,5,1
8,3,22,2,3
1,1,3,3,1
1,1,4,1,23
1,1,1,5,3
1,18,5,9,1
1,6,2,1,7
2,6,23,1,5
1,1,47,1,70
1,15,55,2,45
16,22,42,2,41
1,8,24,2,29
2,1,1,3,28
1,2,2,5,19
1,4,3,1,24
1,2,3,3,48
1,8,4,1,14
1,6,10,1,2
1,1,4,1,25
1,2,2,9,14
1,1,8,12,1
7,2,11,9,1
3,1,15,2,1
2,1,15,11,1
9,2,29,1,3
9,4,18,1,1
18,1,1,11,1
22,1,3,1,1
33,65,7,1,2
7,53,5,1,1
1,119,3,54,1
44,81,3,64,1
27,84,22,30,1
58,25,2,14,20
26,10,10,8,4
3,61,6,1,1
4,34,54,1,1
1,18,47,12,1
5,1,39,9,3
1,6,2,5,2
3,11,1,11,1
1,9,6,8,1
1,16,3,2,1
1,36,14,2,1
7,1,36,1,1
1,1,87,1,1
2,3,43,1,1
2,3,4,1,1
7,1,1,1,1
8,6,5,4,1
42,2,1,9,2
30,1,2,1,1
2,1,15,2,2
1,6,2,3,1
4,2,29,2,188
1,7,9,4,219
1,10,17,3,1
1,1,1,1,7
2,1,1,2,1
1,1,85,1,2
10,21,2,1,1
2,3,12,1,1
2,1,6,1,7
2,5,31,1,6
1,1,1,2,1
1,1,1,5,40
1,1,8,1,3
1,2,22,1,1
1,1,29,1,1
1,1,6,1,1
1,4,4,1,1
2,6,1,1,1
1,4,19,1,2
1,1,10,1,1
1,3,4,1,1
9,3,9,1,1
2,3,29,1,1
1,29,28,1,1
2,1,1,1,1
3,1,7,1,1
8,2,7,1,1
4,6,1,1,1
1,1,14,1,1
1,2,22,1,7
2,1,42,1,1
1,1,51,1,1
2,18,33,1,1
1,5,11,6,1
5,6,19,15,1
1,1,50,20,3
2,5,90,23,9
8,15,55,5,12
10,4,9,3,1
6,3,25,1,2
1,6,12,2,1
1,7,29,1,1
2,6,1,3,1
8,11,2,1,1
5,2,5,1,1
1,5,1,3,1
5,1,4,1,7
1,1,7,1,1
50,1,13,4,1
98,4,17,48,1
44,2,56,19,3
2,8,72,13,1
1,8,35,3,5
2,14,2,4,1
16,5,1,1,1
3,4,1,1,1
4,3,20,1,1
1,2,5,2,1
1,1,2,1,1
1,1,34,2,1
37,1,16,1,1
13,4,82,4,1
38,2,20,29,1
83,7,2,179,1
1,14,1,118,1
4,1,2,97,1
5,1,1,85,1
9,1,2,56,1
3,12,13,1,12
1,20,6,11,15
2,2,7,1,1
14,1,35,1,1
1,1,10,2,1
3,1,6,2,1
1,8,3,4,15
1,4,1,1,9
16,3,1,3,1
2,2,1,3,2
2,1,1,1,1
12,10,1,8,4
2,14,1,4,7
4,17,1,3,4
21,9,5,13,8
26,2,31,1,30
3,2,16,13,18
27,2,33,22,16
15,20,24,2,4
18,4,23,1,5
24,1,1,2,4
1,14,4,6,10
2,2,1,2,18
1,8,2,1,13
3,2,2,1,1
2,3,2,1,1
14,13,6,1,1
4,21,8,1,12
2,13,7,1,1
28,9,2,1,1
22,2,2,1,3
4,6,4,1,11
1,1,5,2,35
1,2,19,1,43
1,17,2,7,19
3,1,23,2,1
2,8,6,1,5
1,10,55,16,4
1,20,82,2,1
20,28,40,6,1
10,41,1,1,1
3,3,5,2,1
1,8,16,1,2
2,5,1,2,1
1,4,2,26,20
1,8,22,19,4
4,2,1,28,3
5,1,4,1,1
2,2,3,1,1
3,21,2,1,5
33,19,1,1,5
30,2,2,1,1
27,7,2,1,3
1,7,3,1,21
3,7,3,1,35
4,1,2,1,41
1,1,4,1,30
1,2,10,1,12
1,1,12,1,1
1,1,14,1,11
2,1,18,1,21
2,2,6,2,18
1,1,1,33,1
1,1,5,6,3
2,1,2,2,1
34,2,7,3,1
19,1,5,6,3
9,1,1,1,3
28,2,1,1,2
1,1,1,1,3
1,1,1,7,5
9,1,1,1,7
23,1,1,1,41
1,1,1,7,1
2,1,1,6,5
1,1,1,14,1
1,5,1,1,1
1,1,1,2,1
14,2,1,7,1
3,1,1,21,4
3,1,1,32,3
6,1,1,41,1
17,1,1,26,12
20,1,1,40,2
1,1,1,1,1
4,1,1,1,2
24,1,35,2,2
2,3,18,2,1
1,1,22,2,1
2,1,7,7,4
12,1,2,30,3
8,1,2,17,1
3,6,1,1,15
1,2,1,18,2
3,4,4,3,10
3,1,2,5,3
1,3,21,8,1
12,6,37,11,17
12,1,75,21,6
1,1,60,3,2
7,8,20,1,1
1,8,1,1,2
12,16,3,3,1
1,3,3,1,2
1,5,2,1,1
2,6,1,19,1
1,1,1,14,15
3,29,1,7,2
4,3,10,2,2
1,2,7,4,15
1,4,8,34,20
4,8,14,36,9
8,1,17,2,1
7,1,25,1,1
1,22,5,1,7
11,12,1,1,2
6,5,4,2,1
7,1,1,4,4
6,2,3,1,2
2,7,4,3,3
3,3,2,1,2
7,11,2,1,3
13,1,1,2,21
1,3,1,6,1
1,1,2,1,1
1,1,17,3,1
6,5,19,1,1
6,1,44,2,3
2,7,37,1,2
2,5,25,16,6
1,12,2,1,4
1,6,1,1,7
1,12,22,5,8
1,1,15,1,1
1,1,60,2,2
3,1,73,5,1
1,2,33,3,3
3,3,1,1,1
7,2,1,2,11
6,1,2,1,56
1,1,1,1,3
28,2,6,2,2
13,1,2,1,1
8,5,1,1,1
5,2,17,2,85
2,2,1,1,141
1,6,13,2,4
1,3,9,3,6
1,23,14,8,5
1,31,105,9,3
5,23,88,1,34
1,27,1,2,16
9,18,9,1,1
8,58,8,2,5
2,30,14,43,5
1,19,10,8,31
1,1,53,4,10
1,2,31,1,1
6,30,4,1,1
1,19,3,1,2
4,20,1,1,38
1,27,8,1,25
2,3,13,2,23
3,1,7,11,16
2,1,14,34,1
3,2,26,11,1
1,25,20,6,1
1,8,1,1,1
1,16,4,2,2
2,1,8,1,5
5,1,2,1,1
1,1,32,3,1
5,1,13,2,13
3,2,59,1,1
3,4,60,37,2
1,1,20,16,1
1,2,26,2,1
1,13,26,3,3
7,1,61,3,1
9,3,54,1,2
2,1,45,1,1
1,2,20,6,1
1,5,6,1,20
1,2,7,65,27
2,1,15,3,21
1,1,7,1,13
1,3,3,1,1
1,1,1,2,2
1,3,3,2,9
3,9,5,4,1
38,10,5,1,3
13,2,2,43,2
15,11,1,19,1
37,1,22,4,3
13,2,59,1,4
17,1,74,1,1
13,2,24,2,1
3,1,2,14,2
1,5,1,10,7
2,2,1,19,6
1,6,17,8,32
2,4,5,1,20
1,1,45,2,2
3,5,17,1,1
1,2,93,2,3
2,4,8,8,1
2,6,1,33,3
1,1,1,39,1
1,1,2,35,2
2,9,4,76,4
61,36,1,15,12
208,19,8,3,9
194,1,10,1,4
188,1,12,4,60
135,1,50,5,64
1,5,18,2,85
3,1,3,5,11
5,3,1,1,12
3,7,1,4,1
1,1,1,3,3
3,2,1,19,3
2,1,2,55,1
2,3,2,1,2
5,2,13,4,1
25,1,17,3,1
25,2,29,1,3
15,1,28,2,1
10,1,14,1,6
2,4,1,3,1
4,47,1,4,1
1,61,1,2,1
2,93,1,1,22
2,47,1,1,92
2,98,9,3,22
5,29,3,1,25
9,38,24,1,23
2,55,3,1,1
3,29,1,1,4
1,21,1,1,2
1,2,5,37,1
1,2,4,11,1
1,9,12,2,2
9,6,2,9,4
2,20,11,1,5
1,9,1,1,2
1,1,3,1,3
1,4,70,2,2
1,4,81,1,3
1,1,16,3,1
1,2,1,2,9
1,1,1,12,32
5,7,39,4,10
1,1,6,1,6
1,4,2,2,18
1,3,1,1,98
2,1,29,1,72
2,5,11,1,6
4,2,2,1,1
1,7,5,2,6
2,2,4,2,1
1,8,5,14,13
1,3,5,11,42
2,3,2,1,18
1,4,5,1,1
1,1,8,1,10
1,1,15,1,20
1,2,13,1,53
2,3,19,7,38
1,1,14,4,29
1,1,2,1,7
1,3,12,5,7
21,3,3,6,19
1,4,1,9,31
1,8,3,13,37
1,8,7,14,28
1,1,1,6,17
1,2,1,9,13
1,2,1,1,2
1,5,1,2,7
1,15,1,1,1
1,1,1,7,1
1,1,1,8,3
2,4,1,2,5
6,3,1,1,8
3,8,1,1,33
5,3,2,50,10
1,2,1,56,3
1,11,1,56,1
3,8,1,13,7
1,18,1,6,4
9,1,1,2,2
24,3,42,7,6
2,16,25,11,1
1,6,22,4,1
2,4,4,10,66
14,2,1,10,92
16,1,1,12,73
6,4,1,1,1
1,7,2,4,5
19,8,1,2,1
43,2,13,1,2
77,2,33,1,2
54,1,57,5,3
2,1,38,1,2
10,2,5,2,9
1,1,2,1,1
2,4,1,1,1
1,7,1,11,5
1,6,8,8,7
4,4,1,1,25
5,12,4,1,1
2,5,16,1,10
2,6,22,1,19
1,1,21,5,6
2,1,1,5,21
3,2,1,3,15
4,1,2,1,3
26,1,3,1,1
35,1,5,1,3
4,1,1,1,15
1,1,1,1,1
1,3,1,1,1
1,2,1,1,2
3,2,1,1,12
